,a,b
belebele_amh_271,0.7642891,-0.2684724
belebele_amh_272,0.7642891,-0.2684724
belebele_amh_273,0.7642891,-0.2684724
belebele_amh_274,0.7338966,0.19710252
belebele_amh_275,0.7241757,-0.28113684
belebele_amh_276,0.80522317,-0.77776045
belebele_amh_277,0.80522317,-0.77776045
belebele_amh_278,0.69447774,0.17480274
belebele_amh_279,0.80522317,-0.77776045
belebele_amh_28,0.7477486,1.1223401
belebele_amh_280,0.80522317,-0.77776045
belebele_amh_281,0.7642891,-0.2684724
belebele_amh_282,0.80522317,-0.77776045
belebele_amh_283,0.7293594,-0.27954894
belebele_amh_284,0.80522317,-0.77776045
belebele_amh_285,0.7477486,1.1223401
belebele_amh_286,0.80522317,-0.77776045
belebele_amh_287,0.80522317,-0.77776045
belebele_amh_288,0.80522317,-0.77776045
belebele_amh_289,0.7642891,-0.2684724
belebele_amh_29,0.6933035,0.1741344
belebele_amh_290,0.7241757,-0.28113684
belebele_amh_291,0.7282954,0.19395256
belebele_amh_292,0.80522317,-0.77776045
belebele_amh_293,0.69161004,-0.29073063
belebele_amh_294,0.80522317,-0.77776045
belebele_amh_295,0.80522317,-0.77776045
belebele_amh_296,0.80522317,-0.77776045
belebele_amh_297,0.7477486,1.1223401
belebele_amh_298,0.69447774,0.17480274
belebele_amh_299,0.80522317,-0.77776045
belebele_amh_3,0.6959062,0.62772906
belebele_amh_30,0.6959062,0.62772906
belebele_amh_300,0.80522317,-0.77776045
belebele_amh_301,0.7163239,1.5429639
belebele_amh_302,0.80522317,-0.77776045
belebele_amh_303,0.80522317,-0.77776045
belebele_amh_304,0.80522317,-0.77776045
belebele_amh_305,0.80522317,-0.77776045
belebele_amh_306,0.7293594,-0.27954894
belebele_amh_307,0.6933035,0.1741344
belebele_amh_308,0.80522317,-0.77776045
belebele_amh_309,0.7282954,0.19395256
belebele_amh_31,0.6626997,0.1566573
belebele_amh_310,0.80522317,-0.77776045
belebele_amh_311,0.6933035,0.1741344
belebele_amh_312,0.7282954,0.19395256
belebele_amh_313,0.6710693,1.0479506
belebele_amh_314,0.7642891,-0.2684724
belebele_amh_315,0.80522317,-0.77776045
belebele_amh_316,0.7282954,0.19395256
belebele_amh_317,0.6959062,0.62772906
belebele_amh_318,0.7282954,0.19395256
belebele_amh_319,0.60404813,0.12307197
belebele_amh_32,0.7013139,0.63199866
belebele_amh_320,0.7163239,1.5429639
belebele_amh_321,0.65816486,0.15406066
belebele_amh_322,0.65816486,0.15406066
belebele_amh_323,0.6348883,-0.3055597
belebele_amh_324,0.6710693,1.0479506
belebele_amh_325,0.80522317,-0.77776045
belebele_amh_326,0.6364851,0.5787512
belebele_amh_327,0.7163239,1.5429639
belebele_amh_328,0.6933035,0.1741344
belebele_amh_329,0.7163239,1.5429639
belebele_amh_33,0.60404813,0.12307197
belebele_amh_330,0.69161004,-0.29073063
belebele_amh_331,0.80522317,-0.77776045
belebele_amh_332,0.6933035,0.1741344
belebele_amh_333,0.7338966,0.19710252
belebele_amh_334,0.80522317,-0.77776045
belebele_amh_335,0.6959062,0.62772906
belebele_amh_336,0.80522317,-0.77776045
belebele_amh_337,0.6710693,1.0479506
belebele_amh_338,0.80522317,-0.77776045
belebele_amh_339,0.80522317,-0.77776045
belebele_amh_34,0.80522317,-0.77776045
belebele_amh_340,0.7293594,-0.27954894
belebele_amh_341,0.7282954,0.19395256
belebele_amh_342,0.7013139,0.63199866
belebele_amh_343,0.80522317,-0.77776045
belebele_amh_344,0.80522317,-0.77776045
belebele_amh_345,0.6933035,0.1741344
belebele_amh_346,0.80522317,-0.77776045
belebele_amh_347,0.80522317,-0.77776045
belebele_amh_348,0.7477486,1.1223401
belebele_amh_349,0.7282954,0.19395256
belebele_amh_35,0.80522317,-0.77776045
belebele_amh_350,0.80522317,-0.77776045
belebele_amh_351,0.80522317,-0.77776045
belebele_amh_352,0.6364851,0.5787512
belebele_amh_353,0.7163239,1.5429639
belebele_amh_354,0.80522317,-0.77776045
belebele_amh_355,0.80522317,-0.77776045
belebele_amh_356,0.80522317,-0.77776045
belebele_amh_357,0.7282954,0.19395256
belebele_amh_358,0.7241757,-0.28113684
belebele_amh_359,0.60534966,0.97477794
belebele_amh_36,0.80522317,-0.77776045
belebele_amh_360,0.6933035,0.1741344
belebele_amh_361,0.7163239,1.5429639
belebele_amh_362,0.7241757,-0.28113684
belebele_amh_363,0.7282954,0.19395256
belebele_amh_364,0.7241757,-0.28113684
belebele_amh_365,0.7241757,-0.28113684
belebele_amh_366,0.6933035,0.1741344
belebele_amh_367,0.7163239,1.5429639
belebele_amh_368,0.7293594,-0.27954894
belebele_amh_369,0.80522317,-0.77776045
belebele_amh_37,0.7282954,0.19395256
belebele_amh_370,0.7338966,0.19710252
belebele_amh_371,0.80522317,-0.77776045
belebele_amh_372,0.7013139,0.63199866
belebele_amh_373,0.6933035,0.1741344
belebele_amh_374,0.80522317,-0.77776045
belebele_amh_375,0.7241757,-0.28113684
belebele_amh_376,0.80522317,-0.77776045
belebele_amh_377,0.7477486,1.1223401
belebele_amh_378,0.7642891,-0.2684724
belebele_amh_379,0.7241757,-0.28113684
belebele_amh_38,0.80522317,-0.77776045
belebele_amh_380,0.80522317,-0.77776045
belebele_amh_381,0.7642891,-0.2684724
belebele_amh_382,0.7163239,1.5429639
belebele_amh_383,0.7642891,-0.2684724
belebele_amh_384,0.7241757,-0.28113684
belebele_amh_385,0.80522317,-0.77776045
belebele_amh_386,0.80522317,-0.77776045
belebele_amh_387,0.80522317,-0.77776045
belebele_amh_388,0.80522317,-0.77776045
belebele_amh_389,0.80522317,-0.77776045
belebele_amh_39,0.80522317,-0.77776045
belebele_amh_390,0.7642891,-0.2684724
belebele_amh_391,0.80522317,-0.77776045
belebele_amh_392,0.7642891,-0.2684724
belebele_amh_393,0.69161004,-0.29073063
belebele_amh_394,0.7642891,-0.2684724
belebele_amh_395,0.7282954,0.19395256
belebele_amh_396,0.80522317,-0.77776045
belebele_amh_397,0.7293594,-0.27954894
belebele_amh_398,0.80522317,-0.77776045
belebele_amh_399,0.7293594,-0.27954894
belebele_amh_4,0.60534966,0.97477794
belebele_amh_40,0.7642891,-0.2684724
belebele_amh_400,0.80522317,-0.77776045
belebele_amh_401,0.65816486,0.15406066
belebele_amh_402,0.80522317,-0.77776045
belebele_amh_403,0.80522317,-0.77776045
belebele_amh_404,0.80522317,-0.77776045
belebele_amh_405,0.7642891,-0.2684724
belebele_amh_406,0.80522317,-0.77776045
belebele_amh_407,0.80522317,-0.77776045
belebele_amh_408,0.80522317,-0.77776045
belebele_amh_409,0.80522317,-0.77776045
belebele_amh_41,0.7013139,0.63199866
belebele_amh_410,0.7241757,-0.28113684
belebele_amh_411,0.69447774,0.17480274
belebele_amh_412,0.7642891,-0.2684724
belebele_amh_413,0.7642891,-0.2684724
belebele_amh_414,0.6933035,0.1741344
belebele_amh_415,0.73943514,0.6612007
belebele_amh_416,0.69447774,0.17480274
belebele_amh_417,0.80522317,-0.77776045
belebele_amh_418,0.5802621,0.5290278
belebele_amh_419,0.7241757,-0.28113684
belebele_amh_42,0.7282954,0.19395256
belebele_amh_420,0.7293594,-0.27954894
belebele_amh_421,0.7477486,1.1223401
belebele_amh_422,0.7241757,-0.28113684
belebele_amh_423,0.7642891,-0.2684724
belebele_amh_424,0.80522317,-0.77776045
belebele_amh_425,0.80522317,-0.77776045
belebele_amh_426,0.7163239,1.5429639
belebele_amh_427,0.80522317,-0.77776045
belebele_amh_428,0.80522317,-0.77776045
belebele_amh_429,0.7642891,-0.2684724
belebele_amh_43,0.7338966,0.19710252
belebele_amh_430,0.7642891,-0.2684724
belebele_amh_431,0.7282954,0.19395256
belebele_amh_432,0.69161004,-0.29073063
belebele_amh_433,0.80522317,-0.77776045
belebele_amh_434,0.80522317,-0.77776045
belebele_amh_435,0.80522317,-0.77776045
belebele_amh_436,0.7282954,0.19395256
belebele_amh_437,0.7642891,-0.2684724
belebele_amh_438,0.80522317,-0.77776045
belebele_amh_439,0.7163239,1.5429639
belebele_amh_44,0.6710693,1.0479506
belebele_amh_440,0.6959062,0.62772906
belebele_amh_441,0.80522317,-0.77776045
belebele_amh_442,0.80522317,-0.77776045
belebele_amh_443,0.80522317,-0.77776045
belebele_amh_444,0.6348883,-0.3055597
belebele_amh_445,0.80522317,-0.77776045
belebele_amh_446,0.6710693,1.0479506
belebele_amh_447,0.73943514,0.6612007
belebele_amh_448,0.80522317,-0.77776045
belebele_amh_449,0.80522317,-0.77776045
belebele_amh_45,0.63318455,0.13974576
belebele_amh_450,0.7338966,0.19710252
belebele_amh_451,0.7477486,1.1223401
belebele_amh_452,0.7241757,-0.28113684
belebele_amh_453,0.7241757,-0.28113684
belebele_amh_454,0.63821864,1.012501
belebele_amh_455,0.80522317,-0.77776045
belebele_amh_456,0.7642891,-0.2684724
belebele_amh_457,0.7642891,-0.2684724
belebele_amh_458,0.7642891,-0.2684724
belebele_amh_459,0.7241757,-0.28113684
belebele_amh_46,0.80522317,-0.77776045
belebele_amh_460,0.7282954,0.19395256
belebele_amh_461,0.80522317,-0.77776045
belebele_amh_462,0.7642891,-0.2684724
belebele_amh_463,0.80522317,-0.77776045
belebele_amh_464,0.7293594,-0.27954894
belebele_amh_465,0.80522317,-0.77776045
belebele_amh_466,0.7241757,-0.28113684
belebele_amh_467,0.80522317,-0.77776045
belebele_amh_468,0.7241757,-0.28113684
belebele_amh_469,0.80522317,-0.77776045
belebele_amh_47,0.6959062,0.62772906
belebele_amh_470,0.80522317,-0.77776045
belebele_amh_471,0.80522317,-0.77776045
belebele_amh_472,0.80522317,-0.77776045
belebele_amh_473,0.80522317,-0.77776045
belebele_amh_474,0.7642891,-0.2684724
belebele_amh_475,0.80522317,-0.77776045
belebele_amh_476,0.69447774,0.17480274
belebele_amh_477,0.80522317,-0.77776045
belebele_amh_478,0.80522317,-0.77776045
belebele_amh_479,0.7642891,-0.2684724
belebele_amh_48,0.7163239,1.5429639
belebele_amh_480,0.80522317,-0.77776045
belebele_amh_481,0.80522317,-0.77776045
belebele_amh_482,0.65816486,0.15406066
belebele_amh_483,0.576663,0.5257382
belebele_amh_484,0.80522317,-0.77776045
belebele_amh_485,0.80522317,-0.77776045
belebele_amh_486,0.66330975,0.60132694
belebele_amh_487,0.73943514,0.6612007
belebele_amh_488,0.80522317,-0.77776045
belebele_amh_489,0.7642891,-0.2684724
belebele_amh_49,0.80522317,-0.77776045
belebele_amh_490,0.80522317,-0.77776045
belebele_amh_491,0.80522317,-0.77776045
belebele_amh_492,0.80522317,-0.77776045
belebele_amh_493,0.7477486,1.1223401
belebele_amh_494,0.69161004,-0.29073063
belebele_amh_495,0.80522317,-0.77776045
belebele_amh_496,0.80522317,-0.77776045
belebele_amh_497,0.80522317,-0.77776045
belebele_amh_498,0.6710693,1.0479506
belebele_amh_499,0.7282954,0.19395256
belebele_amh_5,0.7293594,-0.27954894
belebele_amh_50,0.80522317,-0.77776045
belebele_amh_500,0.80522317,-0.77776045
belebele_amh_501,0.7642891,-0.2684724
belebele_amh_502,0.73943514,0.6612007
belebele_amh_503,0.7282954,0.19395256
belebele_amh_504,0.80522317,-0.77776045
belebele_amh_505,0.80522317,-0.77776045
belebele_amh_506,0.7642891,-0.2684724
belebele_amh_507,0.80522317,-0.77776045
belebele_amh_508,0.80522317,-0.77776045
belebele_amh_509,0.7642891,-0.2684724
belebele_amh_51,0.7338966,0.19710252
belebele_amh_510,0.7241757,-0.28113684
belebele_amh_511,0.69161004,-0.29073063
belebele_amh_512,0.7241757,-0.28113684
belebele_amh_513,0.80522317,-0.77776045
belebele_amh_514,0.80522317,-0.77776045
belebele_amh_515,0.80522317,-0.77776045
belebele_amh_516,0.7477486,1.1223401
belebele_amh_517,0.65816486,0.15406066
belebele_amh_518,0.80522317,-0.77776045
belebele_amh_519,0.7642891,-0.2684724
belebele_amh_52,0.7282954,0.19395256
belebele_amh_520,0.80522317,-0.77776045
belebele_amh_521,0.7163239,1.5429639
belebele_amh_522,0.6933035,0.1741344
belebele_amh_523,0.65816486,0.15406066
belebele_amh_524,0.80522317,-0.77776045
belebele_amh_525,0.6959062,0.62772906
belebele_amh_526,0.65816486,0.15406066
belebele_amh_527,0.80522317,-0.77776045
belebele_amh_528,0.7163239,1.5429639
belebele_amh_529,0.6933035,0.1741344
belebele_amh_53,0.80522317,-0.77776045
belebele_amh_530,0.80522317,-0.77776045
belebele_amh_531,0.80522317,-0.77776045
belebele_amh_532,0.7241757,-0.28113684
belebele_amh_533,0.80522317,-0.77776045
belebele_amh_534,0.80522317,-0.77776045
belebele_amh_535,0.80522317,-0.77776045
belebele_amh_536,0.80522317,-0.77776045
belebele_amh_537,0.80522317,-0.77776045
belebele_amh_538,0.7642891,-0.2684724
belebele_amh_539,0.7477486,1.1223401
belebele_amh_54,0.80522317,-0.77776045
belebele_amh_540,0.6933035,0.1741344
belebele_amh_541,0.6959062,0.62772906
belebele_amh_542,0.7338966,0.19710252
belebele_amh_543,0.80522317,-0.77776045
belebele_amh_544,0.7642891,-0.2684724
belebele_amh_545,0.69161004,-0.29073063
belebele_amh_546,0.80522317,-0.77776045
belebele_amh_547,0.80522317,-0.77776045
belebele_amh_548,0.7013139,0.63199866
belebele_amh_549,0.80522317,-0.77776045
belebele_amh_55,0.66330975,0.60132694
belebele_amh_550,0.6959062,0.62772906
belebele_amh_551,0.6959062,0.62772906
belebele_amh_552,0.80522317,-0.77776045
belebele_amh_553,0.80522317,-0.77776045
belebele_amh_554,0.80522317,-0.77776045
belebele_amh_555,0.80522317,-0.77776045
belebele_amh_556,0.6626997,0.1566573
belebele_amh_557,0.7642891,-0.2684724
belebele_amh_558,0.80522317,-0.77776045
belebele_amh_559,0.80522317,-0.77776045
belebele_amh_56,0.7338966,0.19710252
belebele_amh_560,0.6959062,0.62772906
belebele_amh_561,0.7241757,-0.28113684
belebele_amh_562,0.73943514,0.6612007
belebele_amh_563,0.7241757,-0.28113684
belebele_amh_564,0.80522317,-0.77776045
belebele_amh_565,0.80522317,-0.77776045
belebele_amh_566,0.80522317,-0.77776045
belebele_amh_567,0.633549,1.0072805
belebele_amh_568,0.7642891,-0.2684724
belebele_amh_569,0.80522317,-0.77776045
belebele_amh_57,0.7477486,1.1223401
belebele_amh_570,0.6054193,0.55167013
belebele_amh_571,0.80522317,-0.77776045
belebele_amh_572,0.6933035,0.1741344
belebele_amh_573,0.7642891,-0.2684724
belebele_amh_574,0.66330975,0.60132694
belebele_amh_575,0.7241757,-0.28113684
belebele_amh_576,0.66330975,0.60132694
belebele_amh_577,0.80522317,-0.77776045
belebele_amh_578,0.7642891,-0.2684724
belebele_amh_579,0.7293594,-0.27954894
belebele_amh_58,0.7477486,1.1223401
belebele_amh_580,0.80522317,-0.77776045
belebele_amh_581,0.7282954,0.19395256
belebele_amh_582,0.80522317,-0.77776045
belebele_amh_583,0.7241757,-0.28113684
belebele_amh_584,0.69161004,-0.29073063
belebele_amh_585,0.7642891,-0.2684724
belebele_amh_586,0.6933035,0.1741344
belebele_amh_587,0.7642891,-0.2684724
belebele_amh_588,0.80522317,-0.77776045
belebele_amh_589,0.7163239,1.5429639
belebele_amh_59,0.7642891,-0.2684724
belebele_amh_590,0.7282954,0.19395256
belebele_amh_591,0.6959062,0.62772906
belebele_amh_592,0.80522317,-0.77776045
belebele_amh_593,0.7282954,0.19395256
belebele_amh_594,0.80522317,-0.77776045
belebele_amh_595,0.80522317,-0.77776045
belebele_amh_596,0.80522317,-0.77776045
belebele_amh_597,0.80522317,-0.77776045
belebele_amh_598,0.7293594,-0.27954894
belebele_amh_599,0.7282954,0.19395256
belebele_amh_6,0.7642891,-0.2684724
belebele_amh_60,0.80522317,-0.77776045
belebele_amh_600,0.60534966,0.97477794
belebele_amh_601,0.7293594,-0.27954894
belebele_amh_602,0.69161004,-0.29073063
belebele_amh_603,0.7163239,1.5429639
belebele_amh_604,0.7642891,-0.2684724
belebele_amh_605,0.7293594,-0.27954894
belebele_amh_606,0.7642891,-0.2684724
belebele_amh_607,0.80522317,-0.77776045
belebele_amh_608,0.7282954,0.19395256
belebele_amh_609,0.6959062,0.62772906
belebele_amh_61,0.80522317,-0.77776045
belebele_amh_610,0.80522317,-0.77776045
belebele_amh_611,0.69161004,-0.29073063
belebele_amh_612,0.80522317,-0.77776045
belebele_amh_613,0.80522317,-0.77776045
belebele_amh_614,0.7477486,1.1223401
belebele_amh_615,0.80522317,-0.77776045
belebele_amh_616,0.7241757,-0.28113684
belebele_amh_617,0.7642891,-0.2684724
belebele_amh_618,0.7338966,0.19710252
belebele_amh_619,0.80522317,-0.77776045
belebele_amh_62,0.7642891,-0.2684724
belebele_amh_620,0.80522317,-0.77776045
belebele_amh_621,0.80522317,-0.77776045
belebele_amh_622,0.5802621,0.5290278
belebele_amh_623,0.69161004,-0.29073063
belebele_amh_624,0.7163239,1.5429639
belebele_amh_625,0.7642891,-0.2684724
belebele_amh_626,0.7241757,-0.28113684
belebele_amh_627,0.7282954,0.19395256
belebele_amh_628,0.7163239,1.5429639
belebele_amh_629,0.69447774,0.17480274
belebele_amh_63,0.7293594,-0.27954894
belebele_amh_630,0.73943514,0.6612007
belebele_amh_631,0.7163239,1.5429639
belebele_amh_632,0.7338966,0.19710252
belebele_amh_633,0.80522317,-0.77776045
belebele_amh_634,0.6933035,0.1741344
belebele_amh_635,0.80522317,-0.77776045
belebele_amh_636,0.80522317,-0.77776045
belebele_amh_637,0.80522317,-0.77776045
belebele_amh_638,0.80522317,-0.77776045
belebele_amh_639,0.73943514,0.6612007
belebele_amh_64,0.80522317,-0.77776045
belebele_amh_640,0.7477486,1.1223401
belebele_amh_641,0.69447774,0.17480274
belebele_amh_642,0.6933035,0.1741344
belebele_amh_643,0.7642891,-0.2684724
belebele_amh_644,0.69447774,0.17480274
belebele_amh_645,0.6078216,0.12522739
belebele_amh_646,0.69447774,0.17480274
belebele_amh_647,0.7163239,1.5429639
belebele_amh_648,0.80522317,-0.77776045
belebele_amh_649,0.7282954,0.19395256
belebele_amh_65,0.80522317,-0.77776045
belebele_amh_650,0.80522317,-0.77776045
belebele_amh_651,0.80522317,-0.77776045
belebele_amh_652,0.80522317,-0.77776045
belebele_amh_653,0.80522317,-0.77776045
belebele_amh_654,0.80522317,-0.77776045
belebele_amh_655,0.80522317,-0.77776045
belebele_amh_656,0.80522317,-0.77776045
belebele_amh_657,0.7642891,-0.2684724
belebele_amh_658,0.80522317,-0.77776045
belebele_amh_659,0.80522317,-0.77776045
belebele_amh_66,0.7338966,0.19710252
belebele_amh_660,0.6710693,1.0479506
belebele_amh_661,0.80522317,-0.77776045
belebele_amh_662,0.80522317,-0.77776045
belebele_amh_663,0.73943514,0.6612007
belebele_amh_664,0.69161004,-0.29073063
belebele_amh_665,0.7282954,0.19395256
belebele_amh_666,0.7282954,0.19395256
belebele_amh_667,0.7477486,1.1223401
belebele_amh_668,0.7282954,0.19395256
belebele_amh_669,0.7642891,-0.2684724
belebele_amh_67,0.73943514,0.6612007
belebele_amh_670,0.6959062,0.62772906
belebele_amh_671,0.7642891,-0.2684724
belebele_amh_672,0.69161004,-0.29073063
belebele_amh_673,0.7241757,-0.28113684
belebele_amh_674,0.7642891,-0.2684724
belebele_amh_675,0.80522317,-0.77776045
belebele_amh_676,0.7282954,0.19395256
belebele_amh_677,0.80522317,-0.77776045
belebele_amh_678,0.80522317,-0.77776045
belebele_amh_679,0.80522317,-0.77776045
belebele_amh_68,0.80522317,-0.77776045
